OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
9619,1548,ID4579211510020150811,LITTLE GREEN,2015,8,11,26975.401015828,12875598.8536077,Wildfire
9620,2332,ID4627411506919940801,RHODA POINT,1994,8,1,24197.6263697668,19747571.4705303,Wildfire
9621,48459,ID4627411605820150811,KAMIAH GULCH,2015,8,11,137205.89902736,410713855.364611,Wildfire
9622,6050,ID4628211612820030814,MILEPOST 59,2003,8,14,73854.2740267224,51242080.7711323,Wildfire
9623,1075,ID4645711532920110805,LIZBUTTE,2011,8,5,13016.6423832958,9159704.13849994,Wildfire
9624,1884,ID4646411689620140727,CENTRAL GRADE,2014,7,27,17556.1014230017,16060214.4129362,Wildfire
9625,2926,ID4646611682120070713,COYOTE CREEK,2007,7,13,32361.4027012436,24950470.7336908,Wildfire
9626,1630,ID4648211475019880825,JAY WEST,1988,8,25,18071.1894740545,13909578.8657395,Wildfire
9627,8280,ID4546011505619960810,BIG BRUIN,1996,8,10,57896.8662340303,68104579.0736195,Wildfire
9628,17551,ID4546611650219960814,SALT COMPLEX (SHEEP CREEK),1996,8,14,78955.4023998775,144382098.515006,Wildfire
9629,2772,ID4546711474120000805,SALMON CHALLIS WILDERNESS COMPLEX (PACKER MEADOW),2000,8,5,34455.326304163,22804199.1372562,Wildfire
9630,17809,ID4546711572619920818,PORCUPINE CREEK,1992,8,18,106318.148473839,146586875.796941,Wildfire
9631,2897,ID4546811459920000731,SALMON CHALLIS WILDERNESS COMPLEX (FILLY),2000,7,31,33239.0765737069,23836455.4364433,Wildfire
9632,1084,ID4547411594519880916,MCMEEKIN,1988,9,16,12720.638146302,8923611.10035708,Wildfire
9633,2931,ID4547511466119980821,MAIN SALMON COMPLEX (COLT),1998,8,21,59457.9911421481,24123544.1643015,Wildfire
9634,4920,ID4580111476320000731,WILDERNESS COMPLEX (THIRTY),2000,7,31,53206.4799209896,40961734.1785865,Wildfire
9635,4383,ID4582911457219980807,SCHOFIELD,1998,8,7,35807.2306524855,36528659.5374965,Wildfire
9636,8698,ID4583511503020110805,EASTFORK,2011,8,5,89027.4885567062,72488284.668941,Wildfire
9637,5389,ID4584311675720070629,DRY CREEK,2007,6,29,29646.2038722399,44927017.4905024,Wildfire
9638,2466,ID4628811474720010914,TWO MILE,2001,9,14,47510.6994703881,20900808.5879516,Wildfire
9639,1435,ID4628911561920150811,FOURBIT CREEK,2015,8,11,31584.913555711,12155664.122486,Wildfire
9640,1969,ID4648811626020150815,MUNICIPAL,2015,8,15,24522.1738969573,16793257.0589954,Wildfire
9641,4757,ID4649911475720150817,JAY PT,2015,8,17,45678.0994723018,40603669.1392304,Wildfire
9642,3082,ID4650611450320110802,STORMCOMPLEX,2011,8,2,50539.7462716426,26304886.4725217,Wildfire
9643,1287,ID4650911485619880826,OPUS #7,1988,8,26,19028.2010851731,10991525.9102316,Wildfire
9644,12566,ID4656511442320030808,BEAVER LAKE COMPLEX  (BEAVER LAKES),2003,8,8,87940.0424390261,107561405.414666,Wildfire
9645,7520,ID4547811586519890720,JOHNSON BUTTE,1989,7,20,40510.3050911227,61894467.7187988,Wildfire
9646,3560,ID4548411531720060807,TROUT CREEK,2006,8,7,52815.4928501993,29302163.9491566,Wildfire
9647,9109,ID4548411532320150813,CAMPBELLS,2015,8,13,96830.3059964345,74922365.4292676,Wildfire
9648,4768,ID4548711501119980807,ARCTIC CREEK,1998,8,7,34366.4890345137,39254140.1812338,Wildfire
9649,7961,ID4549311517620150809,DILLINGER,2015,8,9,83949.2351238611,65556503.8552855,Wildfire
9650,2517,ID4549511457919980809,MAIN SALMON COMPLEX (CAYUSE),1998,8,9,31192.0806236551,20731339.97401,Wildfire
9651,1311,ID4584411598320010909,EARTHQUAKE,2001,9,9,15992.000291307,10927072.2124302,Wildfire
9652,2546,ID4587611488820010725,FOOLHEN,2001,7,25,24147.2505223446,21253570.8272232,Wildfire
9653,1543,ID4587811480420060712,MT. AURA,2006,7,12,22112.3292376415,12881843.6760158,Wildfire
9654,5010,ID4588011602820050809,BLACKERBY,2005,8,9,34745.1898296642,41824589.8787608,Wildfire
9655,2732,ID4629311515620120825,CLIFF,2012,8,25,44546.5351681367,23138950.5295351,Wildfire
9656,4428,ID4630411497320150811,BARREN,2015,8,11,48870.6335453656,37515164.2960736,Wildfire
9657,3320,ID4658111478420030809,WENDOVER,2003,8,9,44756.7507771015,28425305.2147987,Wildfire
9658,1169,ID4660511494220030806,CLEAR-NEZ COMPLEX  (ROCK GARDEN),2003,8,6,19281.799006751,10021771.0552666,Wildfire
9659,4341,ID4661011486320030809,BEAVER LAKE COMPLEX  (PLEASANT),2003,8,9,52542.7377713503,37211515.1211785,Wildfire
9660,13270,ID4549611561419920820,CROOKED CREEK,1992,8,20,64922.6781341994,109286272.008153,Wildfire
9661,4147,ID4550011471520050801,STRIPE CREEK,2005,8,1,51455.2206002381,34159482.9026157,Wildfire
9662,1218,ID4550311491619960901,HARRINGTON,1996,9,1,16521.89907609,10034782.0077362,Wildfire
9663,3527,ID4550511424720000817,MARLIN SPRINGS (MARLIN SPRINGS),2000,8,17,46406.4285008086,29058431.351003,Wildfire
9664,30710,ID4550511588320060816,HEAVENS GATE COMPLEX (BLACK BUTTE),2006,8,16,147939.57775406,252670423.616447,Wildfire
9665,30877,ID4551711451120110818,SADDLECOMPLEX,2011,8,18,142806.08303918,254508932.108082,Wildfire
9666,26490,ID4551811500220000731,CANYON II,2000,7,31,124584.577478009,218372303.614609,Wildfire
9667,4173,ID4589111670519860810,ROCK CREEK,1986,8,10,43316.8706161342,34850304.776007,Wildfire
9668,1678,ID4589311464820050728,CEDAR BAREFOOT,2005,7,28,24859.8089973831,14012928.2453492,Wildfire
9669,1168,ID4589611468120000731,WILDERNESS COMPLEX (FITZ),2000,7,31,14386.241295529,9753100.94087486,Wildfire
9670,21306,ID4631911465120120808,CEDAR,2012,8,8,132385.535343416,180653893.274046,Wildfire
9671,8187,ID4631911498620130718,CALIFORNIA POINT,2013,7,18,76479.0452333357,69502999.4241583,Wildfire
9672,2990,ID4632111452319940813,POWELL COMPLEX  (BIG SAND LAKE and HIDDEN CREEK),1994,8,13,43428.0855662523,25363176.7950558,Wildfire
9673,1960,ID4632411484620070718,CHAIN,2007,7,18,32580.1863925278,16630396.1725777,Wildland Fire Use
9674,1559,ID4632511444119910831,FROG LAKE,1991,8,31,16820.3632811912,13227666.7983724,Wildfire
9675,1292,ID4633711602720130818,INCENDIARY CREEK,2013,8,18,20429.3477248119,10956175.6109189,Wildfire
9676,4999,ID4661511461820000728,CROOKED,2000,7,28,34196.5075495936,42862357.2773013,Wildfire
9677,3185,ID4662611497320050730,LODGEPOLE HUMP,2005,7,30,54875.078712541,27323559.5913835,Wildfire
9678,2426,ID4551911528920030820,SAPP (RICHARDSON),2003,8,20,34099.9087918802,19998882.8296467,Wildfire
9679,2401,ID4552011397420150601,UNNAMED,2015,6,1,22345.2551998901,19791951.9579634,Prescribed Fire
9680,5709,ID4552311464520080801,BORDER COMPLEX (CAYUSE),2008,8,1,71036.0225767749,47058809.5820995,Wildfire
9681,3740,ID4552311499419900707,SABE CREEK,1990,7,7,25927.2440479657,30828411.9937778,Wildfire
9682,3023,ID4590211634119960802,COTTONWOOD GULCH,1996,8,2,30281.6205712372,25258197.9648105,Wildfire
9683,1411,ID4591611576520050808,CHINA TEN,2005,8,8,28200.3784173107,11796480.8544789,Wildfire
9684,1533,ID4591911444619870901,BLODGETT,1987,9,1,29336.8884138694,12812927.8891268,Wildfire
9685,1293,ID4633811457920050808,BIG SANDS WFU,2005,8,8,31343.4111048596,10971868.6668231,Wildland Fire Use
9686,20758,ID4634011645020150812,FISHER,2015,8,12,170272.149615548,176122259.170432,Wildfire
9687,7049,ID4634611483620150805,ARMY MULE,2015,8,5,83006.025484384,59831132.4493944,Wildfire
9688,5141,ID4634811469320160718,CEDAR,2016,7,18,71109.8658594725,43677816.9876134,Wildfire
9689,1305,ID4635111471019910817,TWOMILE,1991,8,17,24473.7864080828,11074091.0883936,Wildfire
9690,1206,ID4635811475620110825,FRIDAYRIDGE,2011,8,25,20988.26342315,10239588.8169616,Wildfire
9691,1585,ID4663111491320120822,WEASEL COMPLEX,2012,8,22,24694.0322230635,13596255.1550578,Wildfire
9692,1781,ID4665711500420070908,UNNAMED,2007,9,8,21809.207109091,15296872.3435549,Prescribed Fire
9693,3562,ID4553311458620050807,SELWAY-SALMON COMPLEX (REYNOLDS LAKE),2005,8,7,42213.2947326509,29376705.2721398,Wildfire
9694,50770,ID4553411629920120906,SHEEP,2012,9,6,124180.231594764,419254726.63673,Wildfire
9695,8020,ID4554211520319880906,LADDER/HIDA PT.,1988,9,6,46299.2637144661,66158084.0533549,Wildfire
9696,102523,ID4554811559420070713,RATTLESNAKE,2007,7,13,547272.613340752,844339444.19955,Wildfire
9697,9758,ID4555111522320030809,SAPP (SAPP),2003,8,9,62171.0061163635,80515027.3643559,Wildfire
9698,4585,ID4592611571420150810,BALDY,2015,8,10,61081.3689299344,38350760.6297655,Wildfire
9699,5014,ID4593311501420050808,RUNNING COMPLEX (RUNNING LAKE),2005,8,8,38363.4608637569,41936716.6652229,Wildfire
9700,1689,ID4593911462619980808,SOUTH LOOKOUT,1998,8,8,24621.6037738239,14131747.2980389,Wildfire
9701,131397,ID4594011680920000811,MALONEY CREEK,2000,8,11,267756.673134488,1099345909.39091,Wildfire
9702,3369,ID4610311492520070810,GRIZZLY,2007,8,10,27291.4772736514,28354772.8608633,Wildfire
9703,2846,ID4610711507519860810,BEAR WALLOW,1986,8,10,32936.2855405685,23957945.867611,Wildfire
9704,2323,ID4610811510620030624,PINCHOT,2003,6,24,25874.3755871189,19554441.6937001,Wildfire
9705,5169,ID4666211472820150811,BOULDER,2015,8,11,42074.2923152024,44407307.0914858,Wildfire
9706,1495,ID4667011502420060816,SLED WFU,2006,8,16,25114.2749305829,12842711.1664723,Wildland Fire Use
9707,1461,ID4672111517720060808,SLIDE,2006,8,8,19473.418588039,12571232.3043492,Wildland Fire Use
9708,5221,ID4556111586319870902,ANCHOR,1987,9,2,50548.8704377638,43097510.6928089,Wildfire
9709,39495,ID4557011468119960723,SWET-WARRIOR COMPLEX  (SWET CREEK),1996,7,23,130401.228668382,326105115.720068,Wildfire
9710,1543,ID4557211499520130801,CENTER,2013,8,1,20306.6111940995,12747630.5137184,Wildfire
9711,17975,ID4557311483220000731,WILDERNESS COMPLEX (HAMILTON),2000,7,31,132372.194103032,148533787.936764,Wildfire
9712,1168,ID4557311514320150812,RATTLESNAKE,2015,8,12,14628.7308420448,9640564.63171306,Wildfire
9713,1205,ID4557411498220000731,WILDERNESS COMPLEX (SHORT CREEK),2000,7,31,17063.7643748131,9951911.8991385,Wildfire
9714,7386,ID4594911650919860810,ROUND SPRINGS,1986,8,10,51561.2644288222,61810956.1419918,Wildfire
9715,3681,ID4595511465220060710,BRUSHY,2006,7,10,38651.6799109351,30811079.7118552,Wildfire
9716,4545,ID4595611496020050810,BOXCAR,2005,8,10,62511.7617174593,38034005.4451556,Wildfire
9717,2441,ID4596511657820080808,SNOW HOLE,2008,8,8,59448.4555680479,20447368.9424184,Wildfire
9718,4044,ID4611211498520010917,LONE PINE,2001,9,17,43663.2361870609,34044873.2991148,Wildfire
9719,3172,ID4611811500920150711,MEEKER,2015,7,11,35037.2658124116,26702784.1829024,Wildfire
9720,1932,ID4612811496319980821,BILLY,1998,8,21,21017.2070064817,16277110.0736292,Wildfire
9721,1664,ID4676111547920060706,BAR CREEK,2006,7,6,24911.4657174479,14343967.2369913,Wildland Fire Use
9722,3495,ID4678311497820100921,POLLOCK RIDGE UNIT 1,2010,9,21,53588.1664244211,30132435.6870132,Prescribed Fire
9723,2652,ID4678411523520120909,ELIZABETH,2012,9,9,33130.781527114,22911965.5642692,Wildfire
9724,1910,ID4680211520020050801,LONG BLACK COMPLEX (BLACK CANYON),2005,8,1,30285.7496658213,16485983.7936547,Wildfire
9725,42348,ID4557911514619880813,LADDER,1988,8,13,125689.890399031,349777755.459901,Wildfire
9726,5792,ID4558111533920150813,NOBLE,2015,8,13,71875.43113067,47889436.064174,Wildfire
9727,4772,ID4558311517420140803,RAIN,2014,8,3,44215.153812584,39422238.3272943,Wildfire
9728,1444,ID4596911507620120812,GRAVE,2012,8,12,26094.9799079736,12091110.927794,Wildfire
9729,5079,ID4597111481820140809,ELEVATOR MOUNTAIN,2014,8,9,36170.9954735758,42557777.8665565,Wildfire
9730,19499,ID4612911474719880811,FREEMAN TRAIL,1988,8,11,89062.6521289636,164256373.64219,Wildfire
9731,1526,ID4612911507020060809,SIXTYTWO RIDGE,2006,8,9,20829.8548543138,12853848.3556401,Wildfire
9732,3203,ID4681611523420000804,ELIZABETH,2000,8,4,45937.0241085216,27662129.9363896,Wildfire
9733,1330,ID4681811534920150811,WOLF 2,2015,8,11,20752.7263001567,11493887.0891804,Wildfire
9734,1004,ID4685811551020030704,UPPER TWIN,2003,7,4,24713.9052108745,8682492.94779657,Wildfire
9735,2958,ID4688211538220150814,SNOW CREEK,2015,8,14,42878.2707393612,25614623.541653,Wildfire
9736,4479,ID4690111556720120909,ISABELLA COMPLEX,2012,9,9,62780.4710344285,38799539.2535133,Wildfire
9737,2361,ID4692911545920150812,HEATHER,2015,8,12,32828.6805062026,20491889.117297,Wildfire
9738,1145,ID4559611492719980812,MAIN SALMON COMPLEX (HAMILTON),1998,8,12,19428.1897576476,9461971.20433398,Wildfire
9739,47258,ID4559711556320120827,MCGUIRE COMPLEX,2012,8,27,163423.051270573,390962410.77965,Wildfire
9740,2574,ID4560011525020140808,MYERS,2014,8,8,40206.2310814613,21284479.4428255,Wildfire
9741,30482,ID4560811517420150724,CROWN,2015,7,24,191718.707487014,252555378.276845,Wildfire
9742,2693,ID4562211488719980812,MAIN SALMON COMPLEX (BEND CREEK),1998,8,12,33350.9918060293,22279544.7609362,Wildfire
9743,1114,ID4562411460319990725,DEVIL STORM,1999,7,25,15346.556199993,9212709.35524975,Wildfire
9744,59704,ID4562411645420070718,POE CABIN,2007,7,18,162442.336059908,493924795.811304,Wildfire
9745,5468,ID4562711506620130714,LAKE,2013,7,14,57743.7593107941,45231573.2416529,Wildfire
9746,4361,ID4565511495119880824,CAMP CREEK,1988,8,24,77122.5405405665,36089478.3610024,Wildfire
9747,7562,ID4565911500219880824,LADDER CAMP,1988,8,24,80675.8492858964,62608300.5338795,Wildfire
9748,2040,ID4566311399920030722,BLACK FROG COMPLEX (FROG POND),2003,7,22,30023.2007035986,16896021.8822678,Wildfire
9749,4763,ID4597111659920050808,LONG RUGGLES,2005,8,8,40295.9816704522,39895765.2313345,Wildfire
9750,18973,ID4597711487820120728,DITCH,2012,7,28,125928.492678764,158768561.742411,Wildfire
9751,1170,ID4598111475719880822,GARDINER,1988,8,22,21384.0649938258,9801015.7743715,Wildfire
9752,5624,ID4598111500420120813,SQUARE ROCK,2012,8,13,50978.2345803253,47118686.7930407,Wildfire
9753,1593,ID4598211487220050731,ELK COMPLEX WFU (ELK CREEK),2005,7,31,22108.7271936934,13345324.6051928,Wildland Fire Use
9754,7361,ID4615011493120120808,VISTA,2012,8,8,48380.062541189,62035253.2702008,Wildfire
9755,1104,ID4615911540120150814,FIRE CREEK,2015,8,14,21397.0393094682,9307825.56414658,Wildfire
9756,1909,ID4696211547220100731,LARKINS COMPLEX,2010,7,31,33964.5666510834,16574195.6459112,Wildfire
9757,5766,ID4699011573620150813,CHICADEE,2015,8,13,47807.3032558471,50151045.7598677,Wildfire
9758,17448,ID4567911483420000730,WILDERNESS COMPLEX (LONELY),2000,7,30,128543.139481402,144741414.879351,Wildfire
9759,27292,ID4568011472320070706,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN #1),2007,7,6,233937.345138498,226424462.684271,Wildland Fire Use
9760,1843,ID4568611460720080606,HELL'S 1/2 SADDLE,2008,6,6,26971.8469029789,15279078.6432738,Wildland Fire Use
9761,1713,ID4598311669620010710,COTTONWOOD CREEK,2001,7,10,19943.204102032,14352941.8643885,Wildfire
9762,65397,ID4599311683120140803,BIG COUGAR,2014,8,3,138085.305367461,548219046.093564,Wildfire
9763,12039,ID4599911526820030715,SLIM'S COMPLEX (SLIM'S),2003,7,15,74654.3718708672,100940021.109409,Wildfire
9764,8117,ID4600411512820070718,DRAKE,2007,7,18,64643.4571589347,68070874.3041474,Wildland Fire Use
9765,3130,ID4600811480219871005,BEAR 2,1987,10,5,24468.7468946451,26252281.0100737,Wildfire
9766,1089,ID4601511486020050801,ELK COMPLEX WFU (PENNY),2005,8,1,14142.9917194829,9134646.88469111,Wildland Fire Use
9767,4710,ID4603811522020110802,OTTER,2011,8,2,55128.4674174979,39540678.5987165,Wildfire
9768,5485,ID4616011488520120910,WEST TROUT,2012,9,10,36512.217454977,46245169.917047,Wildfire
9769,2024,ID4616211487219871001,UNNAMED,1987,10,1,20505.1176343768,17067749.8996509,Wildfire
9770,6513,ID4618211575420150811,WOODRAT,2015,8,11,87505.8078895729,54945580.6101545,Wildfire
9771,1929,ID4618911487820070713,FITTING,2007,7,13,28244.4160796094,16285866.0615344,Wildfire
9772,1388,ID4710411594020150825,BREEZY,2015,8,25,26485.7766295488,12120833.1433985,Wildfire
9773,1144,ID4717211560520090926,NUGGET,2009,9,26,21269.026549528,10017182.1528787,Wildfire
9774,5143,ID4543311548219850715,BOISE BAR,1985,7,15,31856.1355603292,42264343.6013178,Wildfire
9775,5156,ID4543611656319890726,SHEEP CREEK,1989,7,26,28045.0360731261,42370378.5055864,Wildfire
9776,7748,ID4543811494219860812,DEVIL'S TEETH,1986,8,12,41313.6343398625,63681324.5836012,Wildfire
9777,6148,ID4543911498720050801,FRANK CHURCH WFU (BEAR CREEK),2005,8,1,43090.8995578985,50534717.2037849,Wildland Fire Use
9778,11784,ID4604911480020030821,CAYUSE LAKE COMPLEX (PETTIBONE CREEK),2003,8,21,73556.2830226026,98980256.160119,Wildfire
9779,2773,ID4605211486520080805,RATTLESNAKE,2008,8,5,38318.0152864353,23291031.0977846,Wildfire
9780,50646,ID4605311687720070713,CHIMNEY COMPLEX,2007,7,13,137588.098856007,425452751.574339,Wildfire
9781,20262,ID4606011473320120728,PETTIBONE,2012,7,28,137008.642076624,170158226.612398,Wildfire
9782,1287,ID4606011494620120808,MOOSE  RIDGE,2012,8,8,19439.0318345947,10817880.7134199,Wildfire
9783,39448,ID4606811540520150815,WASH,2015,8,15,230523.767937018,330864810.189926,Wildfire
9784,1759,ID4606911466620060808,TWIN BUTTE,2006,8,8,31465.7399436035,14785774.9207221,Wildfire
9785,3978,ID4607011453320120811,MOE,2012,8,11,58682.6052212096,33426428.9476908,Wildfire
9786,1259,ID4608011462420160815,ELK RIDGE,2016,8,15,20283.1208966715,10581621.5801269,Wildfire
9787,1787,ID4619011508620120721,BLACKTAIL,2012,7,21,22365.3403399704,15095558.6215701,Wildfire
9788,3402,ID4619011510819910808,BLACKTAIL,1991,8,8,34175.0481544565,28734657.7752922,Wildfire
9789,1368,ID4619311503220030808,SADDLE FORK WFU,2003,8,8,22047.699604181,11549805.8578076,Wildland Fire Use
9790,1110,ID4416911660020060805,PADDY CAKE,2006,8,5,14827.4066610687,8735420.99073264,Wildfire
9791,1758,ID4417011225120060802,NEZ PERCE TRAIL,2006,8,2,18968.8778397995,13828459.6022372,Wildfire
9792,11235,ID4417011657019860807,ROCK QRYII,1986,8,7,45222.5298003584,88392783.5202384,Wildfire
9793,1175,ID4426611689920150612,RIVER,2015,6,12,14033.3886642678,9273900.0186292,Wildfire
9794,9443,ID4426911636119860802,HOG CK,1986,8,2,78864.0355062447,74543403.9352963,Wildfire
9795,1938,ID4427611183119870924,PINE BUTTE,1987,9,24,21991.096960198,15305340.9802146,Wildfire
9796,2866,ID4427611199919870929,UNNAMED,1987,9,29,29395.3786706953,22632242.1656544,Wildfire
9797,1478,ID4428711547020100831,WHITEHAWK COMPLEX,2010,8,31,28143.3230003939,11676509.5142973,Wildfire
9798,33403,ID4430011536720060813,RED MOUNTAIN,2006,8,13,163502.020606656,264362851.660465,Wildfire
9799,9468,ID4430111672919920628,PRESLEY,1992,6,28,70665.7639124359,74822633.8938524,Wildfire
9800,1612,ID4430411588920070717,MIDDLE FORK COMPLEX (LUCKY),2007,7,17,16911.0382620664,12742412.3420172,Wildfire
9801,1468,ID4431311660320161007,CRANE,2016,10,7,16321.504208878,11615083.1616342,Wildfire
9802,1399,ID4508011580520060705,LICK CREEK WFU,2006,7,5,27806.3919650673,11352249.7017527,Wildfire
9803,17286,ID4509211653520120909,WESLEY,2012,9,9,87092.5556023021,140568800.030405,Wildfire
9804,17106,ID4510011468620050826,NINE SHOT WFU,2005,8,26,139830.196974815,138938226.443419,Wildland Fire Use
9805,2583,ID4510511550120010812,ELK CREEK,2001,8,12,32112.4099898271,20982946.4602938,Wildfire
9806,318723,ID4510511570820070706,EAST ZONE COMPLEX (RAINES),2007,7,6,1029936.13658239,2596406691.73614,Wildfire
9807,2309,ID4510811581120030730,NORTH FORK LICK (NORTH FORK LICK),2003,7,30,40638.371301661,18756958.2140704,Wildfire
9808,1058,ID4511011473820100728,BIGHORN,2010,7,28,16791.5483823904,8597530.37240423,Prescribed Fire
9809,2510,ID4538611535720000824,CK,2000,8,24,34107.640097935,20591723.7663692,Wildfire
9810,25890,ID4538711500819880625,CABIN,1988,6,25,127766.628224989,212402543.522031,Wildfire
9811,1746,ID4538811402020100918,BREAKS ONE UNIT 4,2010,9,18,19062.232655451,14326746.9663018,Prescribed Fire
9812,3707,ID4539011429319920801,HORSEFLY,1992,8,1,25413.5509521407,30417091.4359861,Wildfire
9813,1329,ID4539411619919940725,RUBY,1994,7,25,16435.5317675822,10905751.5816065,Wildfire
9814,37332,ID4539911656820050806,GRANITE COMPLEX,2005,8,6,141911.758459965,306396378.695787,Wildfire
9815,90611,ID4540111516420000731,FLOSSIE COMPLEX,2000,7,31,280245.040423201,743730197.746788,Wildfire
9816,15241,ID4540311601419850717,FRENCH CREEK,1985,7,17,65048.9698004184,125102053.359488,Wildfire
9817,1349,ID4460911572920150813,COUGAR,2015,8,13,14797.805437957,10780398.4122312,Wildfire
9818,2334,ID4461711650020000804,GOODRICH,2000,8,4,21137.846440662,18640426.1322843,Wildfire
9819,5567,ID4462411561619890726,BEAR CREEK,1989,7,26,49058.8594834499,44474891.1583518,Wildfire
9820,1334,ID4462911598619890726,EAGLE NEST,1989,7,26,30728.7527950868,10663252.7781441,Wildfire
9821,1842,ID4463211615920100821,HURD,2010,8,21,23639.9623295979,14723572.2910582,Wildfire
9822,3986,ID4511311470220150812,WATERFALL,2015,8,12,42767.3186949947,32382567.9380033,Wildfire
9823,1961,ID4511711470419950904,WATERFALL,1995,9,4,29791.5414073638,15937383.7026349,Wildfire
9824,14036,ID4512611554919850708,SAVAGE CREEK,1985,7,8,71259.3291074403,114105560.249541,Wildfire
9825,1406,ID4518811520219990802,FLOYD'S COMPLEX (COPPER CAMP),1999,8,2,31316.277246286,11455434.6472729,Wildfire
9826,170322,ID4519911434120000710,CLEAR CREEK DIVIDE COMPLEX (CLEAR CREEK),2000,7,10,305006.913958117,1388116413.61325,Wildfire
9827,48138,ID4519911475819880824,GOLDEN,1988,8,24,130757.692489889,392325681.921422,Wildfire
9828,10052,ID4520011474120130708,PAPOOSE,2013,7,8,92389.2954970386,81862732.0627277,Wildfire
9829,2839,ID4520611541920050807,WOLF FANG WFU,2005,8,7,43406.5137404749,23149462.9274374,Wildland Fire Use
9830,15134,ID4520611659219890726,CURREN,1989,7,26,142682.127175475,123366982.256818,Wildfire
9831,94879,ID4520811624820150812,TEPEE SPRINGS,2015,8,12,303247.465754888,777191737.6246,Wildfire
9832,129849,ID4521611552119940811,PORPHYRY SOUTH,1994,8,11,274454.216244617,1058890951.96386,Wildfire
9833,4174,ID4523011471220050806,STODDARD CREEK POINT,2005,8,6,59992.6295817532,34052237.5261248,Wildfire
9834,1615,ID4523011574819890726,STEAMBOAT,1989,7,26,20003.9356446584,13180129.1901964,Wildfire
9835,2730,ID4540311621420130712,ROUGH CREEK,2013,7,12,21560.1747138592,22418905.9038697,Wildfire
9836,3274,ID4540411486519940811,TAG,1994,8,11,27404.1608474406,26872157.9534661,Wildfire
9837,1964,ID4541511620219880809,RUBY RAPIDS,1988,8,9,17682.6047652266,16131360.5798888,Wildfire
9838,7094,ID4541611481219980807,MAIN SALMON COMPLEX (RAINIER),1998,8,7,57277.8968310544,58255544.6349133,Wildfire
9839,2347,ID4463411369720050718,FALLS CREEK,2005,7,18,72072.0010012941,18758875.5609269,Wildfire
9840,4821,ID4464711381220000811,MORSE,2000,8,11,35725.0753707044,38551668.5751426,Wildfire
9841,24369,ID4464711630020070830,GRAYS CREEK,2007,8,30,119918.21166075,194749373.562951,Wildfire
9842,50967,ID4464911452420070730,SHOWER BATH COMPLEX (SHOWER BATH),2007,7,30,186576.036962189,407550363.625635,Wildfire
9843,1300,ID4464911708019860810,WAYLE,1986,8,10,20846.5828981991,10393739.0682441,Wildfire
9844,3227,ID4465011589619890726,EAGLE NEST,1989,7,26,62285.5433410176,25803241.6100317,Wildfire
9845,8184,ID4465311487020120831,MERINO,2012,8,31,84372.9143829712,65514898.7166543,Wildfire
9846,2250,ID4513211518519900808,WILDHORSE CREEK,1990,8,8,29087.4054274372,18291117.2764609,Wildfire
9847,6860,ID4513411480420060707,DUNCE WFU,2006,7,7,46039.5158034758,55783908.3709296,Wildfire
9848,1259,ID4523311513120130813,SILVER,2013,8,13,26020.3485786412,10268995.6147992,Wildfire
9849,6020,ID4524211458320160727,ROARING,2016,7,27,104787.817161975,49106759.7649749,Wildfire
9850,24458,ID4524911525120050807,FRANK CHURCH WFU (WEST FORK AND JOE),2005,8,7,188610.073113996,199747017.306214,Wildland Fire Use
9851,2284,ID4525011469519960814,STODDARD,1996,8,14,22851.9129652152,18644790.6687252,Wildfire
9852,1164,ID4541811461220050807,MUSTANG WFU,2005,8,7,18491.5045713092,9556541.47371161,Wildland Fire Use
9853,1000,ID4541911619319860804,GUS CREEK,1986,8,4,12300.7758403338,8213244.00028366,Wildfire
9854,1799,ID4542211415020110717,INDIAN,2011,7,17,19366.3031221268,14777842.3019735,Wildfire
9855,2483,ID4466011558520060820,SUMMITLAKE,2006,8,20,26515.831004814,19858963.8781578,Wildfire
9856,11232,ID4467411661819860810,GOODRICH,1986,8,10,62507.9745501549,89880036.4068874,Wildfire
9857,26625,ID4467611475620030810,MIDDLE FORK COMPLEX (FALCONBERRY),2003,8,10,128161.652056685,213105351.488346,Wildfire
9858,1207,ID4468111687520101004,POLE CREEK RX #1,2010,10,4,17788.367964466,9663870.2944664,Prescribed Fire
9859,23486,ID4468211531120010724,SNOWSHOE,2001,7,24,86072.63031813,188014506.330278,Wildfire
9860,7443,ID4468911558619890726,LUNCH CREEK,1989,7,26,62493.6296711184,59603616.5859693,Wildfire
9861,1894,ID4470011705020120703,LONE PINE,2012,7,3,19714.0342234601,15167162.2696427,Wildfire
9862,6368,ID4470211566620030810,SOUTH FORK,2003,8,10,47086.1174351048,51018563.7856323,Wildfire
9863,6082,ID4514411526520030807,NORTH FORK LICK (MARBLE),2003,8,7,36637.6083428759,49475436.4079944,Wildfire
9864,1083,ID4514711504320130830,COXEY,2013,8,30,20856.5039782957,8806283.24513307,Wildfire
9865,4662,ID4515011494020080730,CABIN CREEK,2008,7,30,70762.2280485805,37927201.5904841,Wildfire
9866,140101,ID4515511602719940802,CORRAL CREEK-BLACKWELL COMPLEX,1994,8,2,334450.098124431,1140088181.88719,Wildfire
9867,6786,ID4518411570919890726,WHANG DOODLE,1989,7,26,80569.749418193,55257758.6231284,Wildfire
